TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	opening	(a job opening)	"空き
【語源】
【記憶補助】
【類義語】"	（仕事の空き）	[sound:01-27.mp3]	[sound:01-28.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	construction	(construction project)	"建設
【語源】
【記憶補助】
【類義語】"	（建設プロジェクト）	[sound:01-29.mp3]	[sound:01-30.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	tour	(while touring the factory)	"見学する
【語源】
【記憶補助】
【類義語】"	（工場を見学している間）	[sound:01-31.mp3]	[sound:01-32.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	research	(market research)	"調査
【語源】
【記憶補助】
【類義語】"	（市場調査）	[sound:01-33.mp3]	[sound:01-34.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	attend	(attend a meeting)	"出席する
【語源】
【記憶補助】
【類義語】"	（会議に出席する）	[sound:01-35.mp3]	[sound:01-36.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	delivery	(change a delivery date)	"配達
【語源】
【記憶補助】
【類義語】"	（配達日を変更する）	[sound:01-37.mp3]	[sound:01-38.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	recently	(I recently bought a printer.)	"最近
【語源】
【記憶補助】
【類義語】"	（私は最近プリンターを買った。）	[sound:01-39.mp3]	[sound:01-40.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	indicate	(What is indicated about Mr. Kato ?)	"示す
【語源】
【記憶補助】
【類義語】"	（加藤さんについて何が示されていますか。）	[sound:01-41.mp3]	[sound:01-42.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	employee	(an employee of a hotel)	"従業員
【語源】
【記憶補助】
【類義語】"	（ホテルの従業員）	[sound:01-43.mp3]	[sound:01-44.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	additional	(request additional staff)	"追加の
【語源】
【記憶補助】
【類義語】"	（追加のスタッフを要請する）	[sound:01-45.mp3]	[sound:01-46.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	survey	(a customer survey)	"アンケート調査
【語源】
【記憶補助】
【類義語】"	（顧客アンケート調査）	[sound:01-47.mp3]	[sound:01-48.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	review	(review a report)	"論評する
【語源】
【記憶補助】
【類義語】"	（報告書に目を通す）	[sound:01-49.mp3]	[sound:01-50.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	production	(the production area)	"生産
【語源】
【記憶補助】
【類義語】"	（生産エリア）	[sound:01-51.mp3]	[sound:01-52.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	located	(conveniently located near a subway station)	"位置して
【語源】
【記憶補助】
【類義語】"	（地下鉄の駅近くの便利な場所にある）	[sound:01-53.mp3]	[sound:01-54.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	detail	(details of a plan)	"詳細
【語源】
【記憶補助】
【類義語】"	（計画の詳細）	[sound:01-55.mp3]	[sound:01-56.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	announce	(announce the winners)	"発表する
【語源】
【記憶補助】
【類義語】"	（入賞者を発表する）	[sound:01-57.mp3]	[sound:01-58.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	repair	(a computer repair shop)	"修理
【語源】
【記憶補助】
【類義語】"	（コンピュータの修理店）	[sound:01-59.mp3]	[sound:01-60.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	increase	(an increase in sales)	"増加
【語源】
【記憶補助】
【類義語】"	（売上の増加）	[sound:01-61.mp3]	[sound:01-62.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	include	(What is NOT included in the form?)	"含む
【語源】
【記憶補助】
【類義語】"	（用紙に含まれていないのは何ですか。）	[sound:01-63.mp3]	[sound:01-64.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	currently	(The item is currently out of stock.)	"現在
【語源】
【記憶補助】
【類義語】"	（その品は現在在庫切れです。）	[sound:01-65.mp3]	[sound:01-66.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	advertising	(an advertising campaign)	"広告
【語源】
【記憶補助】
【類義語】"	（広告キャンペーン）	[sound:01-67.mp3]	[sound:01-68.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	charge	(We charge $50 for the service.)	"請求する
【語源】
【記憶補助】
【類義語】"	（そのサービスには50ドルを請求します。）	[sound:01-69.mp3]	[sound:01-70.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	expect	(Mr. Kato is expected to arrive tomorrow.)	"予定する
【語源】
【記憶補助】
【類義語】"	（加藤さんは明日到着する予定だ。）	[sound:01-71.mp3]	[sound:01-72.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	firm	(a family-owned firm)	"会社
【語源】
【記憶補助】
【類義語】"	（家族経営の会社）	[sound:01-73.mp3]	[sound:01-74.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	client	(visit a client)	"顧客
【語源】
【記憶補助】
【類義語】"	（顧客を訪問する）	[sound:01-75.mp3]	[sound:01-76.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	financial	(financial support from the government)	"お金の
【語源】
【記憶補助】
【類義語】"	（政府からのお金の支援）	[sound:01-77.mp3]	[sound:01-78.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	annual	(an annual report)	"年間の
【語源】
【記憶補助】
【類義語】"	（年次報告書）	[sound:01-79.mp3]	[sound:01-80.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	payment	(make an online payment)	"支払
【語源】
【記憶補助】
【類義語】"	（オンラインの支払をする）	[sound:01-81.mp3]	[sound:01-82.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	budget	(this year's budget)	"予算
【語源】
【記憶補助】
【類義語】"	（今年の予算）	[sound:01-83.mp3]	[sound:01-84.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	application	(fill out an application)	"応募書類
【語源】
【記憶補助】
【類義語】"	（応募書類に記入する）	[sound:01-85.mp3]	[sound:01-86.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	contract	(before signing a contract)	"契約
【語源】
【記憶補助】
【類義語】"	（契約に署名する前に）	[sound:01-87.mp3]	[sound:01-88.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	management	(a management seminar)	"経営
【語源】
【記憶補助】
【類義語】"	（経営セミナー）	[sound:01-89.mp3]	[sound:01-90.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	performance	(an employee's performance)	"業績
【語源】
【記憶補助】
【類義語】"	（従業員の成績）	[sound:01-91.mp3]	[sound:01-92.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	pleased	(We are pleased with the final result.)	"満足して
【語源】
【記憶補助】
【類義語】"	（最終結果に満足している。）	[sound:01-93.mp3]	[sound:01-94.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	confirm	(confirm a payment)	"確認する
【語源】
【記憶補助】
【類義語】"	（支払を確認する）	[sound:01-95.mp3]	[sound:01-96.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	award	(awards ceremony)	"賞
【語源】
【記憶補助】
【類義語】"	（授賞式）	[sound:01-97.mp3]	[sound:01-98.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	clothing	(a clothing store)	"衣類
【語源】
【記憶補助】
【類義語】"	（衣料品店）	[sound:01-99.mp3]	[sound:01-100.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	display	(products on display)	"展示する
【語源】
【記憶補助】
【類義語】"	（展示されている製品）	[sound:01-101.mp3]	[sound:01-102.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	candidate	(a successful candidate)	"候補者
【語源】
【記憶補助】
【類義語】"	（合格した候補者）	[sound:01-103.mp3]	[sound:01-104.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	state	(What is stated about the hotel?)	"述べる
【語源】
【記憶補助】
【類義語】"	（ホテルについて何が述べられていますか。）	[sound:01-105.mp3]	[sound:01-106.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	exhibit	(a museum exhibit)	"展示物
【語源】
【記憶補助】
【類義語】"	（博物館の展示物）	[sound:01-107.mp3]	[sound:01-108.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	session	(a Q&A session)	"時間
【語源】
【記憶補助】
【類義語】"	（質疑応答の時間）	[sound:01-109.mp3]	[sound:01-110.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	note	(Please note that prices may change.)	"注意する
【語源】
【記憶補助】
【類義語】"	（値段は変更になる場合があるので、注意してください）	[sound:01-111.mp3]	[sound:01-112.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	process	(process an order)	"処理する
【語源】
【記憶補助】
【類義語】"	（注文を処理する）	[sound:01-113.mp3]	[sound:01-114.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	instruction	(Please read all the instructions.)	"説明書
【語源】
【記憶補助】
【類義語】"	（説明書をすべてお読みください。）	[sound:01-115.mp3]	[sound:01-116.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	membership	(sign up for membership)	"会員
【語源】
【記憶補助】
【類義語】"	（会員登録する）	[sound:01-117.mp3]	[sound:01-118.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	agency	(a travel agency)	"代理店
【語源】
【記憶補助】
【類義語】"	（旅行代理店）	[sound:01-119.mp3]	[sound:01-120.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	based	(a Seattle-based company)	"拠点のある
【語源】
【記憶補助】
【類義語】"	（シアトルに拠点を置く会社）	[sound:01-121.mp3]	[sound:01-122.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	facility	(a research facility)	"施設
【語源】
【記憶補助】
【類義語】"	（研究施設）	[sound:01-123.mp3]	[sound:01-124.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	advance	(advance notice)	"事前の
【語源】
【記憶補助】
【類義語】"	（事前の告知）	[sound:01-125.mp3]	[sound:01-126.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	committee	(join a committee)	"委員会
【語源】
【記憶補助】
【類義語】"	（委員会に入る）	[sound:01-127.mp3]	[sound:01-128.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	successful	(The event was successful.)	"成功した
【語源】
【記憶補助】
【類義語】"	（そのイベントは成功だった。）	[sound:01-129.mp3]	[sound:01-130.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	excellent	(excellent service)	"素晴らしい
【語源】
【記憶補助】
【類義語】"	（素晴らしいサービス）	[sound:01-131.mp3]	[sound:01-132.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	industry	(the fashion industry)	"業界
【語源】
【記憶補助】
【類義語】"	（ファッション業界）	[sound:01-133.mp3]	[sound:01-134.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	fee	(pay a late fee)	"料金
【語源】
【記憶補助】
【類義語】"	（延滞料金を払う）	[sound:01-135.mp3]	[sound:01-136.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	accept	(accept an offer)	"受け入れる
【語源】
【記憶補助】
【類義語】"	（オファーを受け入れる）	[sound:01-137.mp3]	[sound:01-138.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	upcoming	(prepare for an upcoming event)	"今度の
【語源】
【記憶補助】
【類義語】"	（今度のイベントの準備をする）	[sound:01-139.mp3]	[sound:01-140.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	latest	(Haruki Murakami's latest novel)	"最新の
【語源】
【記憶補助】
【類義語】"	（村上春樹の最新の小説）	[sound:01-141.mp3]	[sound:01-142.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	submit	(submit a report)	"提出する
【語源】
【記憶補助】
【類義語】"	（レポートを提出する）	[sound:01-143.mp3]	[sound:01-144.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	transportation	(use public transportation)	"輸送手段
【語源】
【記憶補助】
【類義語】"	（公共の交通機関を利用する）	[sound:01-145.mp3]	[sound:01-146.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	r?sum?	(send a r?sum?)	"履歴書
【語源】
【記憶補助】
【類義語】"	（履歴書を送る）	[sound:01-147.mp3]	[sound:01-148.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	executive	(a company executive)	"重役
【語源】
【記憶補助】
【類義語】"	（会社の重役）	[sound:01-149.mp3]	[sound:01-150.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	introduce	(introduce a new line of products)	"導入する
【語源】
【記憶補助】
【類義語】"	（新たな商品ラインを導入する）	[sound:01-151.mp3]	[sound:01-152.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	previous	(have no previous experience)	"以前の
【語源】
【記憶補助】
【類義語】"	（以前の経験がない）	[sound:01-153.mp3]	[sound:01-154.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	proposal	(review a proposal)	"提案
【語源】
【記憶補助】
【類義語】"	（提案に目を通す）	[sound:01-155.mp3]	[sound:01-156.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	supply	(office supplies)	"必需品
【語源】
【記憶補助】
【類義語】"	（オフィス用品）	[sound:01-157.mp3]	[sound:01-158.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	enclose	(My r?sum? is enclosed.)	"同封する
【語源】
【記憶補助】
【類義語】"	（履歴書を同封いたします。）	[sound:01-159.mp3]	[sound:01-160.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	policy	(returns policy)	"規定
【語源】
【記憶補助】
【類義語】"	（返品規定）	[sound:01-161.mp3]	[sound:01-162.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	register	(register for employee training)	"登録する
【語源】
【記憶補助】
【類義語】"	（社員研修に登録する）	[sound:01-163.mp3]	[sound:01-164.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	arrange	(arrange a meeting)	"手配する
【語源】
【記憶補助】
【類義語】"	（会議の手配をする）	[sound:01-165.mp3]	[sound:01-166.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	bill	(receive a bill)	"請求書
【語源】
【記憶補助】
【類義語】"	（請求書を受け取る）	[sound:01-167.mp3]	[sound:01-168.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	hire	(hire an assistant)	"雇う
【語源】
【記憶補助】
【類義語】"	（アシスタントを雇う）	[sound:01-169.mp3]	[sound:01-170.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	approve	(approve a plan)	"承認する
【語源】
【記憶補助】
【類義語】"	（計画を承認する）	[sound:01-171.mp3]	[sound:01-172.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	conduct	(conduct a survey)	"実施する
【語源】
【記憶補助】
【類義語】"	（アンケート調査を行う）	[sound:01-173.mp3]	[sound:01-174.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	opportunity	(an opportunity to work with you)	"機会
【語源】
【記憶補助】
【類義語】"	（あなたとお仕事をする機会）	[sound:01-175.mp3]	[sound:01-176.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	deadline	(the deadline for the project)	"締め切り
【語源】
【記憶補助】
【類義語】"	（プロジェクトの締め切り）	[sound:01-177.mp3]	[sound:01-178.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	corporate	(a corporate trainer)	"企業の
【語源】
【記憶補助】
【類義語】"	（企業のトレーナー）	[sound:01-179.mp3]	[sound:01-180.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	warranty	(a three-year warranty)	"保証
【語源】
【記憶補助】
【類義語】"	（3年保証）	[sound:01-181.mp3]	[sound:01-182.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	necessary	(necessary forms)	"必要な
【語源】
【記憶補助】
【類義語】"	（必要な用紙）	[sound:01-183.mp3]	[sound:01-184.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	reserve	(reserve a room at a hotel)	"予約する
【語源】
【記憶補助】
【類義語】"	（ホテルの部屋を予約する）	[sound:01-185.mp3]	[sound:01-186.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	resident	(local residents)	"住民
【語源】
【記憶補助】
【類義語】"	（地元の住民）	[sound:01-187.mp3]	[sound:01-188.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	create	(create a new logo)	"作り出す
【語源】
【記憶補助】
【類義語】"	（新しいロゴを作り出す）	[sound:01-189.mp3]	[sound:01-190.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	inform	(We are happy to inform you that)	"知らせる
【語源】
【記憶補助】
【類義語】"	（～を知らせることができて嬉しい）	[sound:01-191.mp3]	[sound:01-192.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	allow	(allow customers to pay online)	"可能にする
【語源】
【記憶補助】
【類義語】"	（顧客がオンラインで支払うことを可能にする）	[sound:01-193.mp3]	[sound:01-194.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	mention	(What problem does the man mention?)	"述べる
【語源】
【記憶補助】
【類義語】"	（男性はどんな問題について述べていますか。）	[sound:01-195.mp3]	[sound:01-196.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	appreciate	(I really appreciate your help.)	"感謝する
【語源】
【記憶補助】
【類義語】"	（助けて頂いて本当に感謝しています。）	[sound:01-197.mp3]	[sound:01-198.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	replacement	(replacement parts)	"交換品
【語源】
【記憶補助】
【類義語】"	（交換部品）	[sound:01-199.mp3]	[sound:01-200.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	update	(traffic updates)	"最新情報
【語源】
【記憶補助】
【類義語】"	(交通の最新情報)	[sound:02-01.mp3]	[sound:02-02.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	branch	(open a new branch)	"支店
【語源】
【記憶補助】
【類義語】"	(新しい支店をオープンする)	[sound:02-03.mp3]	[sound:02-04.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	paid	(paid leave)	"有給の
【語源】
【記憶補助】
【類義語】"	(有給休暇)	[sound:02-05.mp3]	[sound:02-06.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	unfortunately	(Unfortunately, there are some problems.)	"残念なことに
【語源】
【記憶補助】
【類義語】"	(残念なことに、いくつか問題があります。)	[sound:02-07.mp3]	[sound:02-08.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	original	(in original condition)	"元の
【語源】
【記憶補助】
【類義語】"	（元の状態で）	[sound:02-09.mp3]	[sound:02-10.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	rent	(a rent increase)	"家賃
【語源】
【記憶補助】
【類義語】"	（家賃の値上げ）	[sound:02-11.mp3]	[sound:02-12.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	memo	(write a memo)	"社内文書
【語源】
【記憶補助】
【類義語】"	（社内文書を書く）	[sound:02-13.mp3]	[sound:02-14.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	luggage	(shop for luggage)	"旅行かばん
【語源】
【記憶補助】
【類義語】"	（旅行かばんを買い求める）	[sound:02-15.mp3]	[sound:02-16.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	editor	(a newspaper editor)	"編集者
【語源】
【記憶補助】
【類義語】"	（新聞の編集者）	[sound:02-17.mp3]	[sound:02-18.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	exhibition	(an art exhibition)	"展示会
【語源】
【記憶補助】
【類義語】"	（美術展）	[sound:02-19.mp3]	[sound:02-20.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	leading	(a leading company)	"首位の
【語源】
【記憶補助】
【類義語】"	（トップの会社）	[sound:02-21.mp3]	[sound:02-22.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	organization	(lead an organization)	"組織
【語源】
【記憶補助】
【類義語】"	（組織を率いる）	[sound:02-23.mp3]	[sound:02-24.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	release	(release a new album)	"発売する
【語源】
【記憶補助】
【類義語】"	（ニューアルバムを発売する）	[sound:02-25.mp3]	[sound:02-26.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	limited	(for a limited time)	"限られた
【語源】
【記憶補助】
【類義語】"	（期間限定で）	[sound:02-27.mp3]	[sound:02-28.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (101-200)	procedure	(a normal procedure)	"手続き
【語源】
【記憶補助】
【類義語】"	（通常の手続き）	[sound:02-29.mp3]	[sound:02-30.mp3]	
