TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	announce	(announce the winners)	"発表する
【語源】an-（～へ）+ nounce（知らせる）
【記憶補助】みんなへ知らせる→発表する
【類義語】declare, proclaim"	（入賞者を発表する）	[sound:01-57.mp3]	[sound:01-58.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	repair	(a computer repair shop)	"修理
【語源】re-（再び）+ pair（準備する）
【記憶補助】再び準備する→修理
【類義語】fix, mend"	（コンピュータの修理店）	[sound:01-59.mp3]	[sound:01-60.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	increase	(an increase in sales)	"増加
【語源】in-（中へ）+ crease（成長する）
【記憶補助】中へ成長→増加
【類義語】rise, growth"	（売上の増加）	[sound:01-61.mp3]	[sound:01-62.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	include	(What is NOT included in the form?)	"含む
【語源】in-（中へ）+ clude（閉じる）
【記憶補助】中に閉じ込める→含む
【類義語】contain, comprise"	（用紙に含まれていないのは何ですか。）	[sound:01-63.mp3]	[sound:01-64.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	currently	(The item is currently out of stock.)	"現在
【語源】current（流れる）+ -ly
【記憶補助】今流れている→現在
【類義語】presently, now"	（その品は現在在庫切れです。）	[sound:01-65.mp3]	[sound:01-66.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	advertising	(an advertising campaign)	"広告
【語源】ad-（～へ）+ vert（向ける）+ -ising
【記憶補助】注意を向ける→広告
【類義語】promotion, marketing"	（広告キャンペーン）	[sound:01-67.mp3]	[sound:01-68.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	charge	(We charge $50 for the service.)	"請求する
【語源】ラテン語carricare（荷を積む）
【記憶補助】荷（責任）を積む→請求する
【類義語】bill, invoice"	（そのサービスには50ドルを請求します。）	[sound:01-69.mp3]	[sound:01-70.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	expect	(Mr. Kato is expected to arrive tomorrow.)	"予定する
【語源】ex-（外へ）+ spect（見る）
【記憶補助】外を見て待つ→予定する
【類義語】anticipate, await"	（加藤さんは明日到着する予定だ。）	[sound:01-71.mp3]	[sound:01-72.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	firm	(a family-owned firm)	"会社
【語源】ラテン語firmus（固い）
【記憶補助】固い組織→会社
【類義語】company, business"	（家族経営の会社）	[sound:01-73.mp3]	[sound:01-74.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	client	(visit a client)	"顧客
【語源】ラテン語cliens（依存する者）
【記憶補助】サービスに依存する→顧客
【類義語】customer, patron"	（顧客を訪問する）	[sound:01-75.mp3]	[sound:01-76.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	financial	(financial support from the government)	"お金の
【語源】fin（終わり）+ -ance + -ial
【記憶補助】決算に関する→お金の
【類義語】monetary, fiscal"	（政府からのお金の支援）	[sound:01-77.mp3]	[sound:01-78.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	annual	(an annual report)	"年間の
【語源】ann（年）+ -ual
【記憶補助】年の→年間の
【類義語】yearly, per annum"	（年次報告書）	[sound:01-79.mp3]	[sound:01-80.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	payment	(make an online payment)	"支払
【語源】pay（支払う）+ -ment
【記憶補助】支払うこと→支払
【類義語】remittance, settlement"	（オンラインの支払をする）	[sound:01-81.mp3]	[sound:01-82.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	budget	(this year's budget)	"予算
【語源】古フランス語bougette（小さな袋）
【記憶補助】お金を入れる袋→予算
【類義語】allocation, funds"	（今年の予算）	[sound:01-83.mp3]	[sound:01-84.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	application	(fill out an application)	"応募書類
【語源】apply（当てる）+ -ation
【記憶補助】申し込みを当てる→応募書類
【類義語】form, request"	（応募書類に記入する）	[sound:01-85.mp3]	[sound:01-86.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	contract	(before signing a contract)	"契約
【語源】con-（共に）+ tract（引く）
【記憶補助】共に引き合う→契約
【類義語】agreement, deal"	（契約に署名する前に）	[sound:01-87.mp3]	[sound:01-88.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	management	(a management seminar)	"経営
【語源】manage（手で扱う）+ -ment
【記憶補助】手で扱うこと→経営
【類義語】administration, control"	（経営セミナー）	[sound:01-89.mp3]	[sound:01-90.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	performance	(an employee's performance)	"業績
【語源】per-（完全に）+ form（形作る）+ -ance
【記憶補助】完全に形作る→業績
【類義語】achievement, results"	（従業員の成績）	[sound:01-91.mp3]	[sound:01-92.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	pleased	(We are pleased with the final result.)	"満足して
【語源】please（喜ばせる）+ -ed
【記憶補助】喜ばされた→満足して
【類義語】satisfied, happy"	（最終結果に満足している。）	[sound:01-93.mp3]	[sound:01-94.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	confirm	(confirm a payment)	"確認する
【語源】con-（完全に）+ firm（固める）
【記憶補助】完全に固める→確認する
【類義語】verify, validate"	（支払を確認する）	[sound:01-95.mp3]	[sound:01-96.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	award	(awards ceremony)	"賞
【語源】a-（～へ）+ ward（見る）
【記憶補助】見て与える→賞
【類義語】prize, honor"	（授賞式）	[sound:01-97.mp3]	[sound:01-98.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	clothing	(a clothing store)	"衣類
【語源】cloth（布）+ -ing
【記憶補助】布でできたもの→衣類
【類義語】apparel, garments"	（衣料品店）	[sound:01-99.mp3]	[sound:01-100.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	display	(products on display)	"展示する
【語源】dis-（離れて）+ play（広げる）
【記憶補助】離して広げる→展示する
【類義語】exhibit, show"	（展示されている製品）	[sound:01-101.mp3]	[sound:01-102.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	candidate	(a successful candidate)	"候補者
【語源】ラテン語candidatus（白い服を着た）
【記憶補助】白い服の立候補者→候補者
【類義語】applicant, nominee"	（合格した候補者）	[sound:01-103.mp3]	[sound:01-104.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	state	(What is stated about the hotel?)	"述べる
【語源】ラテン語stare（立つ）
【記憶補助】立って言う→述べる
【類義語】declare, express"	（ホテルについて何が述べられていますか。）	[sound:01-105.mp3]	[sound:01-106.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	exhibit	(a museum exhibit)	"展示物
【語源】ex-（外へ）+ hibit（持つ）
【記憶補助】外へ持ち出す→展示物
【類義語】display, showing"	（博物館の展示物）	[sound:01-107.mp3]	[sound:01-108.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	session	(a Q&A session)	"時間
【語源】ラテン語sedere（座る）
【記憶補助】座って過ごす→時間
【類義語】period, meeting"	（質疑応答の時間）	[sound:01-109.mp3]	[sound:01-110.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	note	(Please note that prices may change.)	"注意する
【語源】ラテン語notare（印をつける）
【記憶補助】印をつける→注意する
【類義語】notice, observe"	（値段は変更になる場合があるので、注意してください）	[sound:01-111.mp3]	[sound:01-112.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	process	(process an order)	"処理する
【語源】pro-（前へ）+ cess（行く）
【記憶補助】前へ進める→処理する
【類義語】handle, deal with"	（注文を処理する）	[sound:01-113.mp3]	[sound:01-114.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	instruction	(Please read all the instructions.)	"説明書
【語源】in-（中へ）+ struct（建てる）+ -ion
【記憶補助】知識を中に建てる→説明書
【類義語】directions, guidelines"	（説明書をすべてお読みください。）	[sound:01-115.mp3]	[sound:01-116.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	membership	(sign up for membership)	"会員
【語源】member（一員）+ -ship
【記憶補助】一員である状態→会員
【類義語】affiliation, belonging"	（会員登録する）	[sound:01-117.mp3]	[sound:01-118.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	agency	(a travel agency)	"代理店
【語源】ag（行動する）+ -ency
【記憶補助】行動する組織→代理店
【類義語】bureau, office"	（旅行代理店）	[sound:01-119.mp3]	[sound:01-120.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	based	(a Seattle-based company)	"拠点のある
【語源】base（基礎）+ -ed
【記憶補助】基礎を置いた→拠点のある
【類義語】headquartered, centered"	（シアトルに拠点を置く会社）	[sound:01-121.mp3]	[sound:01-122.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	facility	(a research facility)	"施設
【語源】facile（容易な）+ -ity
【記憶補助】物事を容易にする→施設
【類義語】premises, establishment"	（研究施設）	[sound:01-123.mp3]	[sound:01-124.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	advance	(advance notice)	"事前の
【語源】ad-（～へ）+ vance（進む）
【記憶補助】前へ進む→事前の
【類義語】prior, beforehand"	（事前の告知）	[sound:01-125.mp3]	[sound:01-126.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	committee	(join a committee)	"委員会
【語源】com-（共に）+ mit（送る）+ -ee
【記憶補助】共に送られた人々→委員会
【類義語】board, panel"	（委員会に入る）	[sound:01-127.mp3]	[sound:01-128.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	successful	(The event was successful.)	"成功した
【語源】success（成功）+ -ful
【記憶補助】成功に満ちた→成功した
【類義語】accomplished, effective"	（そのイベントは成功だった。）	[sound:01-129.mp3]	[sound:01-130.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	excellent	(excellent service)	"素晴らしい
【語源】ex-（外へ）+ cellere（優れる）
【記憶補助】外へ優れ出る→素晴らしい
【類義語】outstanding, superb"	（素晴らしいサービス）	[sound:01-131.mp3]	[sound:01-132.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	industry	(the fashion industry)	"業界
【語源】industria（勤勉）
【記憶補助】勤勉な活動→業界
【類義語】sector, field"	（ファッション業界）	[sound:01-133.mp3]	[sound:01-134.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	fee	(pay a late fee)	"料金
【語源】古英語feoh（家畜、財産）
【記憶補助】財産の代わり→料金
【類義語】charge, cost"	（延滞料金を払う）	[sound:01-135.mp3]	[sound:01-136.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	accept	(accept an offer)	"受け入れる
【語源】ac-（～へ）+ cept（取る）
【記憶補助】～へ取る→受け入れる
【類義語】receive, agree to"	（オファーを受け入れる）	[sound:01-137.mp3]	[sound:01-138.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	upcoming	(prepare for an upcoming event)	"今度の
【語源】up（上へ）+ coming（来る）
【記憶補助】上へ来つつある→今度の
【類義語】forthcoming, approaching"	（今度のイベントの準備をする）	[sound:01-139.mp3]	[sound:01-140.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	latest	(Haruki Murakami's latest novel)	"最新の
【語源】late（遅い）+ -est（最も）
【記憶補助】時間的に最も遅い→最新の
【類義語】newest, most recent"	（村上春樹の最新の小説）	[sound:01-141.mp3]	[sound:01-142.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	submit	(submit a report)	"提出する
【語源】sub-（下へ）+ mit（送る）
【記憶補助】下へ送る→提出する
【類義語】present, hand in"	（レポートを提出する）	[sound:01-143.mp3]	[sound:01-144.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	transportation	(use public transportation)	"輸送手段
【語源】trans-（横切って）+ port（運ぶ）+ -ation
【記憶補助】横切って運ぶ→輸送手段
【類義語】transit, conveyance"	（公共の交通機関を利用する）	[sound:01-145.mp3]	[sound:01-146.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	r?sum?	(send a r?sum?)	"履歴書
【語源】
【記憶補助】
【類義語】"	（履歴書を送る）	[sound:01-147.mp3]	[sound:01-148.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	executive	(a company executive)	"重役
【語源】ex-（外へ）+ secute（従う）+ -ive
【記憶補助】実行に従事する→重役
【類義語】director, manager"	（会社の重役）	[sound:01-149.mp3]	[sound:01-150.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	introduce	(introduce a new line of products)	"導入する
【語源】intro-（中へ）+ duce（導く）
【記憶補助】中へ導き入れる→紹介する
【類義語】present, acquaint"	（新たな商品ラインを導入する）	[sound:01-151.mp3]	[sound:01-152.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	previous	(have no previous experience)	"以前の
【語源】pre-（前の）+ via（道）+ -ous
【記憶補助】前の道を通った→以前の
【類義語】prior, former"	（以前の経験がない）	[sound:01-153.mp3]	[sound:01-154.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	proposal	(review a proposal)	"提案
【語源】pro-（前へ）+ pose（置く）+ -al
【記憶補助】前に置く→提案
【類義語】suggestion, plan"	（提案に目を通す）	[sound:01-155.mp3]	[sound:01-156.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	supply	(office supplies)	"必需品
【語源】sub-（下から）+ ply（満たす）
【記憶補助】下から満たす→必需品
【類義語】provisions, stock"	（オフィス用品）	[sound:01-157.mp3]	[sound:01-158.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	enclose	(My r?sum? is enclosed.)	"同封する
【語源】en-（中へ）+ close（閉じる）
【記憶補助】中に閉じ込める→同封する
【類義語】attach, include"	（履歴書を同封いたします。）	[sound:01-159.mp3]	[sound:01-160.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	policy	(returns policy)	"規定
【語源】ギリシャ語polis（都市）
【記憶補助】都市の決まり→規定
【類義語】rule, regulation"	（返品規定）	[sound:01-161.mp3]	[sound:01-162.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	register	(register for employee training)	"登録する
【語源】re-（再び）+ gister（記録）
【記憶補助】記録に載せる→登録する
【類義語】enroll, sign up"	（社員研修に登録する）	[sound:01-163.mp3]	[sound:01-164.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	arrange	(arrange a meeting)	"手配する
【語源】ar-（～へ）+ range（並べる）
【記憶補助】きちんと並べる→手配する
【類義語】organize, set up"	（会議の手配をする）	[sound:01-165.mp3]	[sound:01-166.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	bill	(receive a bill)	"請求書
【語源】中世ラテン語bulla（封印文書）
【記憶補助】公式文書→請求書
【類義語】invoice, statement"	（請求書を受け取る）	[sound:01-167.mp3]	[sound:01-168.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	hire	(hire an assistant)	"雇う
【語源】古英語hyrian（賃金を払う）
【記憶補助】賃金を払って雇う→雇う
【類義語】employ, recruit"	（アシスタントを雇う）	[sound:01-169.mp3]	[sound:01-170.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	approve	(approve a plan)	"承認する
【語源】ap-（～へ）+ prove（証明する）
【記憶補助】良いと証明→承認する
【類義語】authorize, endorse"	（計画を承認する）	[sound:01-171.mp3]	[sound:01-172.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	conduct	(conduct a survey)	"実施する
【語源】con-（共に）+ duct（導く）
【記憶補助】共に導く→実施する
【類義語】carry out, perform"	（アンケート調査を行う）	[sound:01-173.mp3]	[sound:01-174.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	opportunity	(an opportunity to work with you)	"機会
【語源】ob-（～へ）+ port（港）+ -unity
【記憶補助】港へ着く好機→機会
【類義語】chance, prospect"	（あなたとお仕事をする機会）	[sound:01-175.mp3]	[sound:01-176.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	deadline	(the deadline for the project)	"締め切り
【語源】dead（死）+ line（線）
【記憶補助】越えたら死ぬ線→締め切り
【類義語】due date, time limit"	（プロジェクトの締め切り）	[sound:01-177.mp3]	[sound:01-178.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	corporate	(a corporate trainer)	"企業の
【語源】corpus（体）+ -ate
【記憶補助】会社という体→企業の
【類義語】company, business"	（企業のトレーナー）	[sound:01-179.mp3]	[sound:01-180.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	warranty	(a three-year warranty)	"保証
【語源】古フランス語warantie（保証）
【記憶補助】保証すること→保証
【類義語】guarantee, assurance"	（3年保証）	[sound:01-181.mp3]	[sound:01-182.mp3]	
TOEIC L＆R TEST 出る単特急　金のフレーズ::600点レベル 助走の400語 (001-100)	necessary	(necessary forms)	"必要な
【語源】ne-（否定）+ cess（譲る）+ -ary
【記憶補助】譲れない→必要な
【類義語】essential, required"	（必要な用紙）	[sound:01-183.mp3]	[sound:01-184.mp3]	
